avg_balance,overdrafts,gambling_flags,academic_score,dti_ratio,savings_rate,status,income_stability,fraud_flag,name_mismatch_flag
9074.741510443684,0,0,6.90373403799547,1.0,0.0573166329531035,0,0.36414419588526775,0,0
4235.582026076892,0,1,6.437925930422611,0.0637290762889208,0.2979602103364345,0,0.3918360240649225,0,0
10877.148907619368,2,0,7.792243281330582,0.0693277908681511,0.0381381153602228,0,0.41607371964689543,1,0
31095.83042072155,0,0,6.795928668335989,0.2897525071149755,0.2078571851326253,1,1.0,0,0
3775.201892644358,0,0,8.559400305644951,0.0476472145159681,0.0245737322738239,1,0.8265846625276664,0,0
3775.276269871496,0,1,6.3396670377494315,1.0,0.1904628989447488,0,0.18841325212183505,0,1
33264.58411855069,0,0,6.160707495945716,0.0637056164804032,0.21636901151335,1,1.0,0,0
12558.021031222634,1,0,7.634341735743672,0.078087568044586,0.2011075229444286,1,0.9267434729152909,0,0
2846.438743703465,0,1,7.161266115927746,0.1008324338680389,0.1756542491720434,0,0.08424116160573347,0,1
9587.977450633702,0,0,7.56977193817848,0.0242440164375867,0.0975683583278898,1,0.9042560043585964,0,0
2867.2021138745786,0,0,6.802287942998578,0.6760853267475416,0.0366232469736686,0,0.3174868161889998,0,0
2859.25816451598,1,0,7.039093623153727,0.0815866858796045,0.2505657880133886,0,0.7887406819314412,0,0
6684.508187663911,2,0,6.555354080608656,0.022431610145899,0.0617900334382342,0,0.6312065530941844,1,0
503.335475869857,0,0,7.199333978745189,0.0543274627233867,0.1522828352200195,0,0.6868801541580606,0,1
630.9911218037315,2,1,8.854344633367015,0.2137462846248547,0.2943642550054488,1,0.6775082167486967,0,0
2546.431270898646,0,0,6.236254960182128,0.0641635844781895,0.2426149682530053,0,0.6365609179038285,1,0
1482.9607082531095,0,1,6.09087756137488,1.0,0.3491608986608518,0,0.2279794683549205,0,1
7290.227200238509,0,0,7.479361527429582,0.2660327083284619,0.2723564119895116,1,0.8814247332595274,0,0
1681.7064497726087,0,0,6.722039642615023,0.4467854963921578,0.3758804357320306,0,0.1525211717441128,0,0
918.2124123103616,0,1,9.118884313564394,0.2149446553378357,0.0860458734179965,0,0.3473779923657417,0,0
29026.709842174056,0,0,8.04955457589791,0.0440614076025498,0.0165065019975436,1,0.9965648768921553,0,0
3813.343456094512,0,0,8.282975185656335,1.0,0.0317024964199128,0,0.4336458212030617,0,1
5422.0379919956695,0,0,8.417947811607412,0.2121446488463355,0.0814104393581859,1,0.8567528204687923,0,0
904.6022713777796,3,1,6.015373103954281,1.0,0.0211717112081355,0,0.11464605194319516,0,0
2601.735293566565,1,0,7.16891704832992,1.0,0.1059526576822965,0,0.52505958767456,1,0
5711.861742991184,1,0,8.015997546182803,1.0,0.3411838101894832,0,0.0879242995326705,0,1
1256.393882408531,0,0,7.006864229848137,0.1281680065175102,0.1049844117063857,0,0.42354411729341057,0,1
7848.131943143635,3,1,5.654578935966703,0.1099805520213449,0.3264260186351682,0,0.5850833556391197,0,0
2431.8966918742167,0,0,8.392607249740728,0.4844545609866405,0.1278769248952577,0,0.3463743582939452,1,0
3523.325939513809,0,0,6.7381789332657185,0.1379013601495572,0.1750682327377717,0,0.537781651021739,0,0
2428.7821958431605,1,0,7.453304574585352,0.2370975084486969,0.3410406098019303,1,0.7898293387770603,0,0
46162.68251147424,1,0,7.87341117387177,1.0,0.1970494894026103,1,1.0,0,0
